feature,class
"[-1.91643280e+02  4.13182411e+01  5.01365566e+00  6.54538116e+01
 -4.32050514e+00  4.26367989e+01 -1.22512503e+01  2.38131371e+01
 -4.26266193e+00  1.60299835e+01 -5.08496523e+00  1.64294453e+01
 -9.36705589e+00  6.66735697e+00 -2.72427750e+00 -4.45295036e-01
 -7.41551399e+00  4.56476498e+00 -6.97636747e+00  2.46967149e+00
 -1.41054487e+00  6.20282459e+00 -6.24033153e-01 -1.25139248e+00
  1.07752986e-01 -2.84450912e+00 -2.39355326e+00 -1.67962611e+00
 -9.23308611e-01 -4.60449743e+00 -7.75434732e-01 -1.68220198e+00
 -8.79123032e-01 -1.26449275e+00 -1.45357120e+00 -3.30088472e+00
 -1.58484423e+00 -3.84489202e+00 -1.41064107e+00 -2.80027604e+00]",hiphop
"[-169.90744      98.044304    -11.313633     38.255463      5.08135
   25.405148    -11.835303     25.126324     -5.543401     19.20919
   -2.9169095    18.207973      6.095454     13.959605     -0.29515
   12.491456      0.41324472    1.6490296     1.5156883     2.8006938
   -1.1828629    -2.3061652    -1.1501485    -4.824073     -0.6554313
   -2.248517      2.9458814     4.5016737     6.49159       3.9998298
    3.3471193     0.21182097    2.4384773     0.65434986    1.7416818
   -0.35512272    1.9746174    -0.77561426    1.0465122    -0.48806646]",hiphop
"[-92.64569     77.41155    -32.758095    54.586475   -13.199569
  33.6607     -12.074938    28.02354    -11.954623    18.8322
  -6.6618686   13.044242    -7.011976     7.0714064   -4.538113
   6.4907193   -2.9716415    3.7051673   -5.40854     -4.2103586
  -3.7077956   -3.9805095   -4.8588185   -2.3950331   -1.7573388
  -2.7355075    1.8446741   -3.2740395    0.12737007  -2.9290228
  -0.6610348   -2.0746648    0.5228801   -2.0385356   -1.3049607
  -1.4977481   -0.47584504  -1.9374732    0.65811837  -1.5440491 ]",hiphop
"[-1.2818356e+02  1.2455868e+02 -3.7181149e+01  4.3889126e+01
 -1.2773454e+01  1.8995405e+01 -9.2889071e+00  1.9782911e+01
 -6.8783050e+00  1.3470524e+01 -5.9719143e+00  1.2324474e+01
 -4.6459928e+00  5.8267303e+00 -2.8703413e+00  3.6822355e+00
 -1.8790139e+00 -1.4414011e-01 -2.0492935e+00 -3.2188103e+00
 -1.6972724e+00 -2.8565843e+00 -2.2514243e+00 -3.3098354e+00
 -1.2958280e+00 -3.9847198e+00 -6.5144897e-01 -4.9217458e+00
  6.3609206e-03 -2.1370692e+00  1.3357354e+00 -4.8796645e-01
  2.8647625e-01 -2.4003062e+00  2.5138187e-01 -7.1085113e-01
  1.5398709e+00 -8.9992785e-01 -2.0457945e+00 -1.1757554e+00]",hiphop
"[-1.11191635e+02  8.06292267e+01 -8.91461194e-01  5.06209030e+01
 -1.34676046e+01  3.53200226e+01 -1.48410759e+01  2.11898289e+01
 -1.35769606e+01  1.96193390e+01 -1.17664585e+01  1.69679470e+01
 -9.35996532e+00  8.69870663e+00 -9.89089203e+00  5.81547737e+00
 -9.13589382e+00  8.75723898e-01 -5.98584032e+00 -3.10026437e-01
 -1.94529629e+00  6.03771353e+00  8.83294761e-01  2.41815901e+00
  2.80276775e-01 -5.61778806e-02 -1.72515917e+00 -2.43586063e-01
  2.22268319e+00 -1.93068933e+00 -2.59309554e+00 -3.12814260e+00
  1.38618922e+00 -2.58279777e+00 -1.03388870e+00 -2.88444233e+00
 -2.38817501e+00 -3.37949085e+00  9.96018052e-01 -3.80602050e+00]",hiphop
"[-129.85645      72.016136    -23.281464     63.21336      -6.8841476
   34.399254    -12.2047       30.490248     -7.5962567    20.596848
   -6.210492     14.676088     -2.949456      9.041391     -4.7462945
    5.378994     -2.4218864     1.6254605    -5.9728494    -0.8209335
    4.2534122     2.3768764    -0.34976515   -0.7538494     1.1583523
   -2.6368546     3.5473213    -1.1553563     0.23579137   -2.9714592
   -0.3411755    -3.1246676    -0.18470761   -1.6584076    -3.607199
   -3.81795      -0.7698131    -3.3255932    -2.7085261    -2.7867265 ]",hiphop
"[-138.8806      100.20721     -31.442928     32.449326     -2.7517662
   13.091758    -14.506294     13.94322     -15.174354      8.177486
   -4.925513      3.5089593    -7.9849477     0.7927422    -2.976042
   -0.73441213   -7.724808     -1.2218405    -6.5167875    -5.394308
    0.4483137     3.5651987     7.499355      8.383473     12.434269
    0.7639686    -2.8900678    -6.331089     -1.6315329    -2.3467786
   -0.63538855   -1.4871516    -3.5674448    -2.5970132     1.4270424
   -2.2482152    -1.9507746    -3.4856043    -0.5493905     0.6153556 ]",hiphop
"[-2.5209982e+02  1.3790314e+02 -1.1128929e+01  8.3632536e+00
  7.3125345e-01  1.5888377e+00 -3.7318850e+00 -4.1349125e+00
 -5.4992819e+00 -2.6316204e+00 -3.5324266e+00 -3.1432617e+00
 -1.8463440e+00 -9.9924749e-01 -2.5792701e+00 -1.9601097e+00
 -1.5086895e+00  2.1448863e-01 -1.9954909e+00 -3.3544869e+00
 -1.5340217e+00  3.2630551e-01  1.0340317e+00 -1.7189908e-01
 -1.6425071e+00 -1.2548007e+00 -4.7847676e-01 -4.5776850e-01
 -2.5411937e-01 -3.0601473e+00 -2.7008998e+00  5.5060190e-01
  2.4778819e+00  7.5188655e-01 -7.7798223e-01 -1.8939384e+00
 -1.9219192e+00 -7.9840112e-01 -1.0613145e+00 -2.7554247e+00]",jazz
"[-3.4575772e+02  1.4697388e+02 -5.0894165e-01  2.2634275e+01
  5.8155456e+00  1.0363343e+01 -1.5792401e-01 -1.7160186e+00
 -6.1198440e+00 -5.2288598e-01  1.0385454e+00  1.2205256e+00
 -1.9355481e+00 -5.5469632e+00 -4.4041710e+00 -2.5870383e+00
 -5.1892538e+00 -5.4284158e+00 -3.1186113e+00 -7.9857188e-01
  1.9045157e+00  6.6077083e-01 -2.0463777e+00 -2.3328688e+00
 -1.3707396e+00 -9.9799675e-01  5.3227943e-01 -4.2321533e-01
 -2.2750390e+00 -4.2082305e+00 -3.2568717e+00 -1.9922147e+00
 -4.4240799e+00 -4.5773220e+00 -4.6402917e+00 -2.7184379e+00
 -1.3807081e+00  8.6763388e-01  3.1743946e+00  3.5345695e+00]",jazz
"[-2.56981812e+02  1.75339539e+02 -4.48154526e+01  2.56386490e+01
 -4.25749016e+00 -2.26352915e-01 -1.13197775e+01 -9.18636417e+00
 -4.10228777e+00 -8.30701256e+00 -2.25540714e+01 -7.60940981e+00
 -7.65619707e+00 -1.17447672e+01 -8.17417240e+00 -7.50161934e+00
 -1.22968426e+01 -6.76809645e+00 -3.50023198e+00 -8.64859104e+00
 -8.52417850e+00 -4.61773968e+00 -5.83067799e+00 -7.82939386e+00
 -1.08265483e+00 -2.91915178e+00 -2.05345535e+00  2.68332452e-01
 -3.42445540e+00 -6.23867989e+00  7.63419271e-01 -1.40147597e-01
 -5.64932966e+00 -6.80001926e+00 -3.56003094e+00 -4.60261631e+00
 -4.78497654e-01  3.18785644e+00 -5.01118839e-01 -9.88649070e-01]",jazz
"[-2.9730292e+02  1.9307446e+02  1.0171171e+01 -1.5964475e+00
  3.3883607e+00  9.9938231e+00 -7.2564507e+00  4.6935673e+00
 -5.3910651e+00 -2.8595288e+00 -1.0230401e+01  3.7925670e-01
 -4.9695158e+00  3.2385476e+00 -4.4747682e+00 -1.8852345e+00
 -2.2755754e+00  3.8763874e+00  3.4211788e-01 -2.2191534e+00
 -4.2953072e+00 -5.6331003e-01  1.7283278e+00  1.9964017e+00
  1.2615037e+00 -1.7038122e+00 -2.9696381e+00 -6.6094265e+00
 -3.2917573e+00  4.5196220e-01 -1.6557814e-01 -4.3167515e+00
 -5.2564154e+00 -5.7493610e+00 -2.3456547e+00 -1.1140593e+00
  1.6171694e+00  1.6977539e+00 -1.2231801e+00 -6.2671423e+00]",jazz
"[-270.31265    137.58981      5.64002     42.49051     -7.95947
    9.938035    -6.8108325    8.250219    -6.1824946    5.4758544
   -5.4403186   -5.177866    -6.9937267   -3.2327614   -2.0183141
    4.39564      1.9801577    4.9817076    6.5850415   -2.4146407
   -2.204723     1.4268038    3.3341691    1.7407401    3.3930452
   -2.5172553   -4.5248575   -5.3585043   -1.6177695   -0.4018141
    1.7935486   -5.2637525   -6.2229605    1.361651     2.5964859
   -3.0836163   -5.9478345   -1.6350259    0.8361509   -7.253839 ]",jazz
"[-2.4627443e+02  1.2021053e+02 -9.7663915e-01  3.0696602e+01
  1.7293577e-01  2.3161430e+01  4.3138725e-01  9.1669912e+00
 -5.6214088e-01  5.7264981e+00 -3.7532179e+00  4.2303391e+00
 -2.8523329e-01  7.4476552e+00  7.0549446e-01  7.0812554e+00
  8.8288313e-01  9.7425097e-01  1.7270818e+00 -1.3540722e+00
 -4.6217494e+00 -3.8093097e+00 -2.0242875e+00 -2.8632729e+00
 -1.6818383e+00 -4.2047100e+00  6.8314469e-01 -1.6431769e+00
 -3.2354846e+00 -8.9845867e+00 -9.3253469e+00  1.7317102e+00
  3.8541338e+00 -8.8990211e-01 -4.4365878e+00 -5.0643492e+00
 -6.3031907e+00 -7.6600776e+00  2.6686403e-01  1.6266824e+00]",jazz
"[-234.40953     142.74026     -14.29672      51.96394      -8.197965
   12.785138     -4.2762494    12.085669    -13.715139     -1.5637431
   -3.9804893     4.9272647    -3.9477925     2.1964936    -6.67365
   -9.764631     -4.477752     -5.545833     -1.1712632    -1.0995277
    3.157961      2.0702329     1.7620463     1.6857225     0.31905752
   -3.506477     -4.1833763    -7.282756     -2.9341326    -2.2135806
   -4.65887      -8.36853      -7.8175507    -3.7586615    -0.91752756
   -1.5679891    -4.3965635    -3.9387786     1.2647662    -0.7725841 ]",jazz
"[-2.9197049e+02  1.3769986e+02  2.6473362e+00  3.5658165e+01
 -1.2313128e+01  1.5604982e+01 -6.7887726e+00 -2.8450749e+00
 -3.7737763e+00 -3.4614394e+00 -1.7078483e+00  1.0411185e+01
  8.3025551e+00  5.2136855e+00  3.2289383e-01  3.9024660e-01
 -1.4703429e+00 -7.6864272e-01 -6.3239980e+00 -5.5038180e+00
  2.5349436e+00  3.2285421e+00 -1.7352338e+00 -3.2116184e+00
  3.6042285e+00 -5.9062517e-01 -2.9806013e+00 -3.4342999e+00
 -1.9354128e+00 -2.7455060e+00 -9.1594838e-02  1.1030055e+00
 -3.2824490e+00 -3.8584552e+00 -1.8989131e+00 -3.8269861e+00
 -2.7100012e+00 -1.6687840e+00 -2.1986742e+00 -7.9375138e+00]",jazz
"[-189.98238     134.4189      -25.65002      45.729492      8.180399
   21.443512     -4.585944     14.390953    -12.663227     10.2808895
   -7.942295     -1.1352843    -5.053429      2.4141688    -5.01387
   -2.1558046    -4.2381005     1.8452005    -0.4446255    -4.7743845
   -1.2400436    -3.9060218    -1.924053     -4.6960335    -3.783375
   -1.6370666    -0.23766565   -4.9536       -5.4785566    -1.9476306
   -3.1863728    -5.5218453     1.3848885    -2.817276     -5.661349
   -4.506848     -0.9907477    -2.1213033    -1.5784982    -3.1802516 ]",jazz
"[-2.9670941e+02  1.7236177e+02  1.6870981e+01  1.8944475e+01
  1.3714188e+00  1.4397395e+01  1.0102301e+00  9.5260410e+00
 -7.4072003e+00  3.5161068e+00 -7.6601772e+00 -1.0548140e-01
 -7.9482708e+00 -3.1879525e+00 -8.0826979e+00 -4.0588837e+00
 -8.4638929e-01 -3.8672450e+00 -2.8241124e+00 -6.9229832e+00
 -3.6472806e-01  4.1847515e-01 -3.9329210e-01  1.9506416e-01
  2.1084518e+00  1.3694133e+00  2.5950143e+00 -1.6898572e+00
 -2.8308775e+00 -2.6918874e+00 -6.0530871e-01  1.8544837e+00
 -2.7770064e+00 -2.7227752e+00 -2.5787294e+00 -3.8643832e+00
 -1.8794214e+00 -2.3014855e+00 -4.0048480e+00 -4.9507723e+00]",jazz
"[-3.1875613e+02  1.6264056e+02 -1.6489927e+01  3.9124432e+01
  3.1428144e+01  1.5258032e+01 -6.9049269e-01  5.8004074e+00
 -8.6415892e+00 -4.0020485e+00  1.3683022e+00  7.2092243e-02
 -3.1007144e+00 -1.5460941e+00 -1.5932206e+00 -4.8776350e+00
 -4.2504344e+00 -1.2879181e+00 -7.5546342e-01 -4.4301324e+00
 -3.1564233e+00 -3.8631673e+00 -1.4065518e+00 -3.2852824e+00
 -2.2055862e+00 -2.5211809e+00 -2.5908923e+00 -4.2875733e+00
 -4.1220126e+00 -1.2835927e+00 -5.5426311e+00 -3.7164669e+00
 -2.1451581e+00 -3.3100805e+00  8.9371133e-01  1.5585250e+00
 -1.1984376e+00 -1.3130594e+00 -5.6593399e+00 -8.3792934e+00]",jazz
"[-1.92508621e+02  1.13192802e+02 -6.34979200e+00  3.95810623e+01
 -9.18021202e+00  1.71979656e+01 -1.91027355e+01  1.22003021e+01
 -1.54702015e+01  9.69409657e+00 -1.09552441e+01  1.29167709e+01
 -7.28633070e+00  8.49109364e+00 -4.16388369e+00  9.71922517e-01
 -7.13464499e+00  1.18939304e+00 -1.18284345e+00 -1.29983127e+00
  2.71024489e+00  2.53165913e+00 -3.84911513e+00  5.03367744e-03
  3.83587408e+00 -4.03096581e+00  1.05497849e+00 -2.01549149e+00
 -1.08040571e+00 -1.03047061e+00  1.89352047e+00 -4.02669477e+00
 -6.92562866e+00 -1.11299181e+00 -2.40282137e-02 -9.99511063e-01
 -7.99151540e-01 -6.07563162e+00  3.85607719e-01 -1.88709152e+00]",jazz
"[-2.53177765e+02  1.22693375e+02 -5.66543770e+00  4.05757866e+01
 -5.83447742e+00  1.84143715e+01 -1.66551762e+01  1.45964375e+01
 -1.51569023e+01  8.20984745e+00 -1.38853588e+01  8.28478813e+00
 -7.30314684e+00  5.42873001e+00 -6.30664825e+00  2.78495431e+00
 -4.23698902e+00  5.38089752e-01 -1.48659980e+00 -2.53263640e+00
 -3.31679672e-01 -2.89823580e+00 -6.01037359e+00 -3.01159477e+00
  2.85881686e+00 -4.13517523e+00  1.06007838e+00  4.71961319e-01
 -1.23107128e-01 -1.90990102e+00  1.15883136e+00 -2.90870738e+00
 -3.44929051e+00 -9.65165943e-02  9.54414606e-02 -1.45569742e+00
  5.05368747e-02 -5.70584249e+00 -1.53637660e+00 -2.09510112e+00]",jazz
"[-217.6363      112.63075      12.674138     39.518566     -9.819439
   17.37019     -12.366685     20.703709    -18.293848     16.35072
  -10.01516       9.042705     -6.878432      7.313042     -4.784163
    8.559464     -2.7796254     1.2767963    -0.35621938    0.34986615
   -3.13629       2.5550964    -1.5216991    -4.8566628     5.6627803
   -2.9801934    -2.3915021     3.9437857    -3.852092     -4.040468
    3.305843     -2.027091     -2.2131298    -2.291976      0.7889403
   -2.8761163     0.8096649    -3.1550941    -0.890007     -2.5710793 ]",jazz
"[-3.5827560e+02  1.3795386e+02 -1.0996048e+01  2.0851852e+01
  1.9459162e+00 -3.4097784e+00 -1.1533094e+01 -3.2747328e+00
 -1.1018584e+01 -8.3876286e+00 -7.4782572e+00 -9.9609160e-01
 -6.7370696e+00  2.3955078e+00 -2.6338351e+00 -2.8783256e-01
 -1.4399863e+00 -1.6889193e+00  9.0655446e-01  4.4276047e+00
  7.1308103e+00  1.5538820e+00 -1.4701010e+00  1.9159374e+00
  2.5617886e+00 -3.5134890e+00  1.0005573e+00  2.2200499e+00
  2.8112638e+00 -1.7511438e+00 -5.7101235e+00 -1.4658005e+00
 -1.9110122e+00 -4.2828226e+00 -3.2600973e+00 -3.2271852e+00
 -3.1372123e+00 -3.1542156e+00 -3.7710455e-01  2.8203032e+00]",jazz
"[-200.0005      117.24072     -12.38803      39.11275      -6.3558517
   16.52946     -17.309965     13.6309805   -17.660389     14.04195
  -10.207223     12.181232     -6.7178407     7.7457767    -8.082754
    2.6350367    -6.6503        4.8658733     0.69304895    0.4651804
    0.71413213    1.0282359    -3.8972354     1.883876      3.023674
   -5.222269      1.4736946    -1.4856391    -1.7847046    -5.0701923
    0.6338054    -0.583854     -2.9011443     1.5067842    -0.41787037
   -2.34506      -0.3704614    -4.901715      0.2876752    -3.095465  ]",jazz
"[-2.5990985e+02  1.2319317e+02 -6.3950858e+00  3.7571449e+01
 -2.9789445e+00  1.3065518e+01 -1.4084049e+01  5.3091531e+00
 -1.1972437e+01  3.5174100e+00 -9.6387358e+00  5.3370905e+00
 -7.8372502e+00  3.2650764e+00 -5.5111623e-01  2.8901606e+00
 -2.5584351e-02  2.1009786e+00  1.1095959e+00  2.9331734e+00
  4.0387444e+00 -2.1171970e+00 -2.5358028e+00 -1.9955544e+00
  3.6881320e+00  1.2647834e-01  2.7724805e+00 -2.2807169e+00
  4.0179243e+00  1.7043076e+00 -3.2889009e+00 -3.3527570e+00
 -1.3118395e+00 -7.9124486e-01 -3.1624689e+00 -3.9547219e+00
 -3.2296401e-01 -6.7369771e+00 -3.9082961e+00  3.1811764e+00]",jazz
"[-2.3311557e+02  1.0591353e+02 -2.6636257e+00  3.7423096e+01
 -8.1666956e+00  1.5727241e+01 -1.5060575e+01  8.3738213e+00
 -1.6369574e+01  8.6382408e+00 -9.3725758e+00  7.0943284e+00
 -5.9968596e+00  1.9887952e+00 -5.7236624e+00 -9.3714124e-01
 -6.9080529e+00 -3.7662511e+00 -1.6244079e+00 -2.4380081e+00
  1.3000838e+00  3.6488542e-01  1.8627524e-01 -3.1281433e+00
  1.9583280e+00 -2.6950111e+00  2.2152264e+00  2.0837336e+00
  1.7806388e+00 -1.0226041e+00  1.6287928e+00 -3.2294717e+00
 -1.5486927e+00  1.7207847e+00  3.1005833e+00  7.9300368e-01
  1.3490276e+00 -2.9215393e+00 -1.6714691e+00 -2.8958778e+00]",jazz
"[-192.11354     105.56805     -26.025105     40.168938     -6.6581736
   26.505718    -10.3861       18.47399     -13.997672     14.939583
  -12.698397      9.578539     -5.196666      7.8364625    -3.8585923
   12.365725     -1.1080321    -0.78146327   -2.983506      0.35514882
    1.3578641     2.79663      -9.314795     -4.4763284    -0.47507623
   -1.330312      3.9522107    -3.554846      6.860224      3.8248417
   -2.9433682    -0.8505311    -0.4389958    -3.2865648     0.38157958
   -0.22379798    0.48231387   -3.0499897    -0.3344966    -2.2111623 ]",jazz
"[-2.67315125e+02  1.29045807e+02 -1.47185898e+01  4.12682228e+01
 -1.01528966e+00  2.29545860e+01 -8.12934017e+00  1.11857357e+01
 -9.07310963e+00  1.13224125e+01 -5.50223923e+00  1.35763531e+01
 -1.17566574e+00  1.87522447e+00 -2.71653938e+00  3.28031993e+00
 -1.59649146e+00  2.60614157e-01 -6.11917019e-01  4.51431751e+00
  4.93926811e+00  2.83522558e+00 -2.41305637e+00 -6.95551252e+00
  3.32813352e-01 -4.95430613e+00 -2.52795029e+00 -5.41444540e+00
 -2.86702013e+00 -2.61022162e+00 -2.08366442e+00 -2.58207536e+00
 -9.35103178e-01 -5.88075495e+00 -2.32131648e+00 -5.27401829e+00
 -1.25573850e+00 -1.11810029e+00 -1.89501047e+00 -1.11880827e+00]",jazz
"[-3.76711823e+02  1.19157196e+02 -2.94856930e+00  4.84973259e+01
  1.31562529e+01  2.12461262e+01  2.21756827e-02  8.01230812e+00
 -4.05817986e-01  2.37318492e+00 -3.45926769e-02  8.99801791e-01
  1.66605258e+00 -1.38203606e-01  1.34688163e+00 -1.78570271e-01
  1.99388945e+00  2.72771668e+00  1.76958680e+00  4.62508827e-01
 -9.61033165e-01 -1.59768212e+00 -3.68046427e+00 -3.84264541e+00
 -3.58034468e+00 -2.63673139e+00 -2.45479465e+00 -2.57038283e+00
 -2.78845310e+00 -4.66344118e+00 -6.73333168e-01  9.31336999e-01
  1.03140724e+00 -1.58307743e+00 -9.53134656e-01 -1.97327590e+00
 -1.22818625e+00 -1.69776864e-02 -2.01827097e+00 -4.80342388e+00]",jazz
"[-174.72078      75.8943      -12.799819     52.615498    -29.40738
   22.755056    -22.368855     18.625555    -24.709671     21.171358
  -13.808962     13.011256     -7.863235      8.019593     -5.972562
    9.52948      -6.0014534     2.3498635    -3.3544953     2.5056329
   -3.1964178    -1.0144418    -9.392395     -0.2992424    -0.48611715
   -7.978839     -6.0604296     2.0480082    -3.4401069    -5.208526
    3.2788286    -1.156164     -6.7599998    -4.6690297    -1.881043
   -4.6025653    -1.2956672    -1.1582373    -2.1982155    -6.81373   ]",jazz
"[-2.9875613e+02  1.1207628e+02  6.4888177e+00  2.8389170e+01
 -6.7709866e+00  1.6645588e+01 -1.1807551e+01  1.2744363e+01
 -8.3409710e+00  1.3893223e+01 -4.2377262e+00  2.3176129e+00
 -4.3295827e+00  1.4045446e+00  7.0848513e-01  1.3465460e+01
  9.4082012e+00  6.9103804e+00  7.8800092e+00 -1.7789849e+00
 -1.4625460e+00  3.5897253e+00  6.8867040e-01 -2.4334581e+00
  5.1096953e-02 -1.2956468e+01 -2.9005883e+00 -2.4885058e+00
 -4.5526204e+00 -3.5918546e+00 -1.7283957e+00  2.5781500e+00
  1.5632930e-01 -2.5325711e+00 -1.3458191e-01 -3.1088147e+00
 -2.2724767e+00 -6.7774153e+00 -3.5817401e+00 -8.1524795e-01]",jazz
"[-188.1169       98.61235     -11.277219     47.221462    -20.341473
   18.784271    -15.795817     13.686597    -15.463714     17.43076
    1.0079583    18.28063       4.641811      9.832654     -5.495871
    2.131497     -6.2481694    -3.419977     -2.9975047     2.2162685
    3.3623552    -0.88564193   -4.2053447     2.540997      5.4630094
   -9.209113     -4.120287      0.9629922    -6.3886127    -9.604345
    2.5143967     0.61579233   -5.38792      -8.213865     -1.7140939
   -3.4310107    -0.5111196    -0.6776564    -1.7452116    -5.6938367 ]",jazz
"[-202.62045     105.849625    -20.564375     43.892128    -14.27648
   25.298754    -15.593871     15.321755    -13.29383      12.2762575
   -8.766582     10.16218      -1.8646472     6.1884303     0.22644675
    8.043181     -3.1625726    -0.46440634   -3.5874963     0.7153449
    1.087522     -0.76698875   -3.798479     -3.6897511     2.2081506
   -6.68455      -3.0059605     0.6246568     0.49878454   -3.6688704
   -3.4717786    -4.56789      -1.0459819    -1.4480097    -0.60571665
   -3.2723036    -1.9871867    -3.637502     -4.0823674    -3.335399  ]",jazz
"[-2.37679962e+02  1.08312355e+02  2.04028010e+00  4.17734146e+01
 -1.04500122e+01  1.69387321e+01 -8.59884644e+00  1.27912588e+01
 -9.11467361e+00  1.59431763e+01 -6.51683044e+00  7.17861366e+00
 -8.25582600e+00 -2.02149570e-01 -8.68797302e+00 -2.24315643e+00
 -4.72712755e+00 -3.51293898e+00  1.46192443e+00  2.41329622e+00
  1.83550036e+00 -5.85166502e+00 -8.25732422e+00 -3.20835948e+00
  2.53116250e+00 -6.22503519e+00 -2.54790258e+00 -7.34842300e-01
 -1.45490062e+00 -3.95461059e+00 -1.96555960e+00 -6.86986589e+00
 -6.27086353e+00  6.53373420e-01  1.45853651e+00 -9.28576291e-01
  6.13040984e-01  1.09308302e+00  2.31700444e+00 -6.72830725e+00]",jazz
"[-4.14082550e+02  1.04827614e+02 -7.83291960e+00  3.78529129e+01
  1.93288758e-01  2.34079590e+01 -7.29628134e+00  5.74421787e+00
 -1.06608641e+00  8.48875904e+00 -5.50046730e+00  8.77302229e-01
 -1.45341074e+00  7.72312975e+00  1.23834097e+00  6.02433395e+00
  5.23942852e+00  2.43166947e+00  7.61988688e+00  9.82657814e+00
  1.40352211e+01  8.37975693e+00  3.40125918e+00 -3.05780387e+00
 -2.22438812e+00 -3.99059010e+00  1.05034284e-01 -3.43340230e+00
 -8.69507790e+00 -1.12089376e+01 -1.09722781e+00  2.31790400e+00
 -4.02932024e+00 -8.46252346e+00 -5.95003366e+00 -3.79587054e+00
 -2.83339214e+00 -2.43197575e-01  2.45741010e+00  2.72307086e+00]",jazz
"[-2.62107971e+02  1.08990540e+02 -6.34092283e+00  5.51739426e+01
 -1.06686411e+01  1.85208149e+01 -4.25078011e+00  1.85533943e+01
 -1.97044201e+01  1.75775719e+01 -1.09868698e+01  1.19238272e+01
 -3.43385887e+00  7.19170380e+00 -8.85046577e+00  4.98230696e+00
 -4.03640270e+00 -1.11062646e-01 -8.18210483e-01 -6.12190425e-01
 -1.28998697e+00 -2.11582232e+00 -1.35328043e+00  2.57917261e+00
  4.60426092e+00 -5.80234337e+00 -6.63175154e+00 -4.68146706e+00
 -5.87598145e-01 -4.26504326e+00 -4.46115971e+00 -4.52167225e+00
 -2.95435143e+00 -2.73555493e+00  1.16073728e+00 -2.49788761e+00
 -5.39347112e-01 -3.56380963e+00  2.61141121e-01 -5.80617762e+00]",jazz
